"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see app stability with consecutive timeout errors","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Repeat typing <<TIMEOUT_TESTING>> and sending four more times
5. Observe app behavior throughout","""1. Each '<<TIMEOUT_TESTING>>' produces a corresponding error_timeout message.
2. All 5 error messages are displayed in chronological order in the chat.
3. The app does not crash, freeze, or become unresponsive.
4. Scrolling remains smooth through the error messages.""","","Manual","Regression Test","P2","","","","C1544839"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see timeout error in history with app restart","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Force close the Agentic app
5. Reopen the Agentic app
6. Navigate to the same chat conversation","""1. The previous error_timeout message is visible in the chat history.
2. The translated error text is displayed correctly (not blank or corrupted).
3. Chat history order is preserved.""","","Manual","Regression Test","P0","","","","C1544840"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see timeout error in history with chat switching","Keyword : <<TIMEOUT_TESTING>>","User has at least two chat conversations","1. User is in active chat screen (Chat A)
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Open sidebar and switch to Chat B
5. Send a normal message in Chat B
6. Switch back to Chat A via sidebar","""1. Chat A still shows the error_timeout message.
2. The error text is displayed correctly.
3. No data loss or duplication of messages occurs.""","","Manual","Regression Test","P0","","","","C1544841"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can not see retry button with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Inspect the error message bubble for any interactive elements","""1. Verify whether a retry or resend mechanism is present or absent.
2. If a retry button exists: it is clearly labeled and tappable.
3. If no retry button exists: the user can only retry by sending a new message manually.
4. Document the observed behavior for acceptance criteria confirmation.""","","Manual","Sanity Test","P2","","","","C1544842"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see case-sensitive error with <<TIMEOUT_TESTING>> keyword variations","Keyword : <<timeout_testing>>","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Type <<timeout_testing>> and tap Send
3. Type <<Timeout_Testing>> and tap Send
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe and compare the three responses","""1. Document which variations trigger the error_timeout message.
2. Only the exact match '<<TIMEOUT_TESTING>>' (all uppercase) should trigger the timeout.
3. Other variations should be treated as normal chat messages.""","","Manual","Regression Test","P0","","","","C1544843"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can scroll chat history with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User has a chat with 20+ existing messages","1. User is in active chat screen
2. Navigate to a chat with existing message history
3. Type <<TIMEOUT_TESTING>> and tap Send
4. Wait for the error message to appear
5. Scroll up through the chat history
6. Scroll back down to the latest error message","""1. The error_timeout message is visible at the bottom of the chat.
2. Scrolling is smooth and uninterrupted.
3. The error message does not disappear or re-render incorrectly after scrolling.
4. Auto-scroll to latest message works correctly.""","","Manual","Regression Test","P0","","","","C1544844"
"Agentic > iOS > Chat > MCP Loading Indicator","","","Verify that the loading state is displayed when the agent is processing a request","N/A","User is logged in on the iOS app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a message to the agent (e.g., 'Hello, what can you do?')
4. Observe the UI immediately after sending the message while waiting for a response","A visible loading indicator (e.g., spinner or skeleton text) is displayed while the agent is processing the request.","","Manual","Sanity Test","P2","","","","C1544858"
"Agentic > iOS > Chat > MCP Loading Indicator","","","Verify that the 'Thinking' state is displayed and conveys progress","N/A","User is logged in on the iOS app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a complex request that requires the agent to use tools or think
4. Observe the agent's message bubble before the final answer is provided","A 'Thinking...' indicator or expandable thinking steps view is displayed, correctly indicating that the agent is actively working on the request.","","Manual","Regression Test","P0","","","","C1544859"
"Agentic > iOS > Chat > MCP Loading Indicator","","","Verify that the user instructions or prompts are accurately displayed","N/A","User is logged in on the iOS app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Type a multi-line or detailed instruction in the input field
4. Send the message
5. Verify how the sent instruction appears in the chat transcript","The sent instruction is displayed accurately without text truncation, layout breaks, or formatting issues.","","Manual","Regression Test","P0","","","","C1544860"
"Agentic > iOS > Chat > MCP Loading Indicator","","","Verify that the loading and thinking states are hidden once the final response arrives","N/A","User is logged in on the iOS app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a message to the agent
4. Wait for the final, complete response to appear","The loading spinner and active 'Thinking...' state disappear. Only the final response (and a collapsed thinking steps block if applicable) remains visible.","","Manual","Regression Test","P0","","","","C1544861"
"Agentic > iOS > Chat > MCP Loading Indicator","","","Verify the UI behavior when network connection is lost during the loading or thinking state","N/A","User is logged in on the iOS app. User is in a chat with an Agent.","1. Login to the account
2. Navigate to the chat page with an Agent
3. Send a message to the agent
4. While the agent is in the loading or thinking state, disconnect the network (e.g., turn on Airplane Mode)
5. Observe the UI behavior","The application handles the network loss gracefully, displaying an appropriate error message (e.g., 'Network disconnected' or 'Failed to send message') and does not freeze indefinitely.","","Manual","Regression Test","P0","","","","C1544862"
"Agentic > iOS > Skill Interaction","","","Verify Skill Activation via Text Trigger","""สร้างเทสเคส"" or ""create test case""","User has an active skill named 'Create Test Cases from Requirements'","1. Tap chat input and type 'สร้างเทสเคส'
2. Tap Send icon","1. Agent activates the 'Create Test Cases from Requirements' skill.
2. Response indicates skill activation (e.g., 'Thinking Steps').","","Manual","Smoke Test","P1","","","","C1216321"
